OTUID	All	KO	OE	WT
ASV_1210	0.017308	0.01844011	0.01895884	0.01452365
ASV_1261	0.017863	0.001331948	0.039040246	0.013217627
ASV_1352	0.017309	0.01010023	0.02322105	0.01860512
ASV_1366	0.017259	0.009047576	0.021619013	0.021110382
ASV_1374	0.017444	0.01607130	0.02031747	0.01594254
ASV_1382	0.016935	0.01677220	0.01165094	0.02238179
ASV_1419	0.016945	0.01814732	0.01142831	0.02125956
ASV_1462	0.017471	0.01778120	0.01878446	0.01584682
ASV_631	0.017497	0.005606338	0.022901977	0.023981217
ASV_657	0.017584	0.01200774	0.02467212	0.01607167
ASV_659	0.016854	0.009047576	0.007039019	0.034475075
ASV_709	0.016955	0.01543456	0.01149160	0.02393775
ASV_715	0.017121	0.009068337	0.017141133	0.025153102
ASV_727	0.016914	0.01942572	0.01560769	0.01570943
ASV_728	0.017121	0.01605614	0.01418028	0.02112634
ASV_757	0.017105	0.02092376	0.01439975	0.01599139
ASV_952	0.016743	0.032649659	0.005624322	0.011956518
ASV_1052	0.017102	0.02182022	0.01878943	0.01069660
ASV_1064	0.016815	0.01349458	0.01599469	0.02095589
ASV_1152	0.016433	0.02026057	0.01158449	0.01745521
ASV_1183	0.0169	0.01045449	0.02434899	0.01589656
ASV_1214	0.016579	0.01700233	0.01284152	0.01989426
ASV_1365	0.01684	0.01029215	0.02426318	0.01596480
ASV_1493	0.016698	0.01046909	0.01582276	0.02380266
ASV_1568	0.017676	0.004113988	0.044949926	0.003965467
ASV_1569	0.017129	0.008157698	0.025873987	0.017355656
ASV_635	0.01687	0.007757886	0.023062925	0.019790403
ASV_667	0.017082	0.01345196	0.02332627	0.01446820
ASV_674	0.016778	0.01945190	0.01752124	0.01336231
ASV_704	0.016965	0.01625411	0.01847088	0.01617059
ASV_730	0.016677	0.01844828	0.01163340	0.01994935
ASV_732	0.016959	0.009500671	0.018681884	0.022694918
ASV_745	0.016713	0.02784882	0.01013096	0.01215978
ASV_762	0.01667	0.020605900	0.020056785	0.009348565
ASV_803	0.016606	0.01024301	0.01147894	0.02809474
ASV_804	0.016983	0.01066992	0.01901709	0.02126105
ASV_813	0.016877	0.01436700	0.02163546	0.01462857
ASV_821	0.016316	0.027831665	0.014471619	0.006643471
ASV_873	0.016828	0.01420164	0.02301939	0.01326272
ASV_901	0.01652	0.02184441	0.01288035	0.01483480
ASV_919	0.017293	0.005234545	0.033374211	0.013269733
ASV_927	0.017432	0.014061417	0.032864364	0.005370773
ASV_949	0.016978	0.01620663	0.02020799	0.01451902
ASV_976	0.016814	0.019387035	0.022999389	0.008055265
ASV_1078	0.016008	0.024266057	0.017158759	0.006600502
ASV_1108	0.015885	0.02740961	0.00579683	0.01444934
ASV_1132	0.016192	0.01808761	0.01586037	0.01462752
ASV_1468	0.016589	0.01633193	0.01751648	0.01591784
ASV_1521	0.016013	0.02976168	0.01560930	0.00266688
ASV_741	0.016018	0.000000000	0.002966858	0.045087428
ASV_746	0.016322	0.01432796	0.01861990	0.01601871
ASV_786	0.016393	0.01447110	0.01868802	0.01602090
ASV_808	0.017259	0.004366812	0.047410766	0.000000000
ASV_817	0.016359	0.02458599	0.01275927	0.01173283
ASV_818	0.016537	0.01175429	0.02599055	0.01186572
ASV_900	0.016214	0.02191761	0.01458193	0.01214386
ASV_943	0.016108	0.02198672	0.01447987	0.01185613
ASV_951	0.016591	0.01186672	0.02199976	0.01590655
ASV_970	0.016185	0.01972806	0.01436097	0.01446457
ASV_995	0.016895	0.001455604	0.033246276	0.015983574
ASV_1079	0.01594	0.01034131	0.02162474	0.01585396
ASV_1176	0.016197	0.01079863	0.02168436	0.01610933
ASV_1255	0.01594	0.01290699	0.02030431	0.01460910
ASV_1277	0.016016	0.01037290	0.02438742	0.01328864
ASV_1282	0.015747	0.01182374	0.01704844	0.01836902
ASV_1292	0.016241	0.004243156	0.024607162	0.019872315
ASV_1412	0.015919	0.01436084	0.01883124	0.01456534
ASV_1509	0.015808	0.004027078	0.019821316	0.023575468
ASV_1512	0.016043	0.01446668	0.02031541	0.01334624
ASV_1518	0.015825	0.023765893	0.014378971	0.009330266
ASV_754	0.015741	0.025081019	0.014194999	0.007945562
ASV_761	0.015952	0.006598552	0.018501459	0.022755147
ASV_766	0.016229	0.00000000	0.02868628	0.02000216
ASV_781	0.015796	0.01172167	0.01854241	0.01712436
ASV_796	0.016075	0.005434912	0.022680903	0.020110625
ASV_812	0.015821	0.01441211	0.01716082	0.01589064
ASV_819	0.015587	0.02188491	0.01139760	0.01347911
ASV_826	0.016018	0.00269513	0.01902284	0.02633693
ASV_828	0.015749	0.02059496	0.01614739	0.01050402
ASV_886	0.015828	0.01706939	0.01718166	0.01323269
ASV_910	0.016077	0.006529747	0.023178267	0.018522618
ASV_1072	0.015393	0.01286465	0.01738293	0.01593191
ASV_1093	0.015822	0.009807236	0.021715333	0.015943552
ASV_1130	0.014749	0.017805655	0.004247367	0.022193857
ASV_1233	0.015619	0.01208795	0.01605637	0.01871349
ASV_1274	0.015045	0.01388653	0.01147527	0.01977231
ASV_1313	0.015333	0.01169962	0.01558472	0.01871403
ASV_1414	0.015373	0.01433081	0.01458721	0.01719981
ASV_1431	0.015974	0.004027078	0.029146805	0.014749357
ASV_1436	0.015839	0.006474071	0.030552826	0.010489800
ASV_710	0.015441	0.01821678	0.01869808	0.00940862
ASV_758	0.014944	0.024415517	0.009940652	0.010474887
ASV_792	0.015636	0.01911899	0.02778911	0.00000000
ASV_797	0.015536	0.01315651	0.02018786	0.01326425
ASV_830	0.015808	0.01789814	0.02157741	0.00794971
ASV_836	0.015349	0.01160693	0.01735848	0.01708237
ASV_840	0.015169	0.01156953	0.01287222	0.02106507
ASV_894	0.01518	0.01642234	0.01578863	0.01332878
ASV_928	0.015247	0.01813576	0.01440291	0.01320146
ASV_961	0.015387	0.01340383	0.01163977	0.02111865
ASV_1045	0.015349	0.005482682	0.026012629	0.014552707
ASV_1054	0.014802	0.01941469	0.01438498	0.01060580
ASV_1117	0.015232	0.01361383	0.01882156	0.01325989
ASV_1124	0.015088	0.009250599	0.020063813	0.015948517
ASV_1131	0.015336	0.009199156	0.024737588	0.012071507
ASV_1189	0.01506	0.015581458	0.024238283	0.005358999
ASV_1199	0.015109	0.01600745	0.01447832	0.01484013
ASV_1200	0.015093	0.01331728	0.01728527	0.01467682
ASV_1226	0.015202	0.01207224	0.02298513	0.01054925
ASV_1373	0.015334	0.01379638	0.02026071	0.01194573
ASV_1380	0.015073	0.01069711	0.02004039	0.01448069
ASV_1488	0.015001	0.01323588	0.01456561	0.01720033
ASV_697	0.014794	0.01555435	0.01151147	0.01731665
ASV_725	0.014118	0.029716565	0.008687626	0.003950709
ASV_734	0.01523	0.01768878	0.01733906	0.01066205
ASV_753	0.014881	0.01533240	0.01719307	0.01211851
ASV_827	0.015057	0.018180589	0.021661907	0.005329458
ASV_853	0.014989	0.01455158	0.01579767	0.01461645
ASV_866	0.01472	0.01529427	0.01155340	0.01731250
ASV_884	0.015231	0.014627083	0.021663125	0.009402169
ASV_908	0.01445	0.01889095	0.01017174	0.01428635
ASV_909	0.015622	0.01196548	0.03490121	0.00000000
ASV_931	0.014913	0.01036207	0.01158449	0.02279213
ASV_946	0.015038	0.00547717	0.01985718	0.01977891
ASV_968	0.014644	0.020771441	0.009921564	0.013239825
ASV_973	0.015063	0.008950193	0.025696900	0.010540458
ASV_1002	0.015	0.003978945	0.038431534	0.002590711
ASV_1022	0.01458	0.01485419	0.01570665	0.01317845
ASV_1028	0.014652	0.00539026	0.02135715	0.01720763
ASV_1039	0.015027	0.005305381	0.031678628	0.008098233
ASV_1040	0.015079	0.01018923	0.01781529	0.01723293
ASV_1042	0.013849	0.026572584	0.005718828	0.009256592
ASV_1048	0.014569	0.02138918	0.01165094	0.01066605
ASV_1057	0.014639	0.01156889	0.02168990	0.01065677
ASV_1073	0.014842	0.00651836	0.02725850	0.01074919
ASV_1077	0.014894	0.003903422	0.024750880	0.016026852
ASV_1125	0.014632	0.018312776	0.021636538	0.003946561
ASV_1195	0.01456	0.005202486	0.018614987	0.019861619
ASV_1236	0.014441	0.01680969	0.01446458	0.01204894
ASV_1246	0.014652	0.02047512	0.01300751	0.01047452
ASV_1319	0.014933	0.01127304	0.01887083	0.01465626
ASV_1323	0.014919	0.009337971	0.027449059	0.007969780
ASV_1327	0.014486	0.01176990	0.01723681	0.01445200
ASV_1333	0.014562	0.015560691	0.020339931	0.007785109
ASV_1351	0.014407	0.01189842	0.01148031	0.01984364
ASV_1386	0.01463	0.01053441	0.02145018	0.01190639
ASV_1474	0.014593	0.01745259	0.01579916	0.01052800
ASV_1476	0.01454	0.01080496	0.01295996	0.01985428
ASV_1489	0.014545	0.018562023	0.017169983	0.007903237
ASV_1529	0.015466	0.005445936	0.036979542	0.003973607
ASV_1555	0.014415	0.008764524	0.007276417	0.027205501
ASV_811	0.014267	0.020300241	0.018505072	0.003996172
ASV_834	0.014488	0.015581363	0.018569574	0.009312691
ASV_864	0.014758	0.008022923	0.021660929	0.014591039
ASV_865	0.014564	0.009240684	0.020029558	0.014420439
ASV_881	0.014445	0.019809628	0.014328601	0.009195894
ASV_932	0.014754	0.01062766	0.02036960	0.01326559
ASV_960	0.014942	0.006954919	0.027302889	0.010569474
ASV_985	0.014793	0.010400558	0.027289776	0.006688291
ASV_1001	0.014171	0.01470205	0.01725487	0.01055703
ASV_1023	0.013835	0.021971469	0.014294210	0.005240504
ASV_1071	0.01392	0.01324204	0.01003870	0.01847965
ASV_1083	0.013799	0.015364459	0.008677948	0.017355192
ASV_1085	0.013836	0.021834302	0.013030013	0.006642828
ASV_1103	0.014373	0.023779445	0.010087091	0.009252599
ASV_1107	0.014092	0.01594268	0.01440169	0.01193230
ASV_1197	0.013911	0.020614254	0.013178923	0.007939074
ASV_1286	0.014121	0.007725542	0.022718645	0.011918681
ASV_1363	0.013945	0.005196974	0.011215364	0.025423184
ASV_1389	0.014234	0.01513338	0.01434614	0.01322142
ASV_1441	0.014297	0.015776580	0.021805134	0.005309388
ASV_1473	0.01385	0.022257106	0.011397216	0.007896106
ASV_1510	0.013981	0.01160803	0.01581942	0.01451652
ASV_1557	0.013832	0.006652578	0.007196808	0.027646268
ASV_765	0.013747	0.020715050	0.008628922	0.011896400
ASV_776	0.013886	0.01568674	0.01421956	0.01175058
ASV_782	0.014079	0.01047599	0.01717353	0.01458721
ASV_784	0.014189	0.01212001	0.01449619	0.01594952
ASV_794	0.013961	0.006199945	0.015819031	0.019863104
ASV_820	0.014063	0.01039560	0.02002614	0.01176843
ASV_839	0.014286	0.016415988	0.017297065	0.009143942
ASV_843	0.012999	0.037494280	0.001502043	0.000000000
ASV_856	0.014311	0.01481514	0.01741242	0.01070607
ASV_869	0.013918	0.018112125	0.015680718	0.007960345
ASV_872	0.013568	0.016294927	0.008627316	0.015781601
ASV_899	0.013955	0.01221748	0.00701147	0.02263504
ASV_944	0.014305	0.006696582	0.022944931	0.013273359
ASV_959	0.014247	0.009034521	0.020200639	0.013504348
ASV_966	0.014315	0.01493522	0.01603004	0.01197926
ASV_967	0.014071	0.01053993	0.01580581	0.01586702
ASV_1053	0.013328	0.02988158	0.01010186	0.00000000
ASV_1098	0.013905	0.002479052	0.023254229	0.015980901
ASV_1119	0.014028	0.01380143	0.02295874	0.00532531
ASV_1146	0.013772	0.004980248	0.022899982	0.013435832
ASV_1159	0.013799	0.002588106	0.021410001	0.017398352
ASV_1173	0.013711	0.005348002	0.015941086	0.019844166
ASV_1206	0.013837	0.007856183	0.021857963	0.011796039
ASV_1224	0.013851	0.006555469	0.024411883	0.010586527
ASV_1237	0.013634	0.008140241	0.012835849	0.019927281
ASV_1303	0.013936	0.002717275	0.021732285	0.017359778
ASV_1325	0.013785	0.01459152	0.01607378	0.01068910
ASV_1405	0.013601	0.024217700	0.008646852	0.007939074
ASV_1408	0.014016	0.008076301	0.021928281	0.012044795
ASV_1515	0.013593	0.01713884	0.01172441	0.01191653
ASV_1542	0.01369	0.003903422	0.020032657	0.017132461
ASV_832	0.013683	0.01734583	0.01156766	0.01213689
ASV_846	0.013485	0.01305168	0.01550821	0.01189643
ASV_888	0.013728	0.01313299	0.01462271	0.01342769
ASV_893	0.013146	0.028750885	0.002878998	0.007808162
ASV_936	0.013696	0.009166545	0.015939593	0.015982719
ASV_972	0.013788	0.010611029	0.021394894	0.009356669
ASV_988	0.01376	0.008000511	0.020079742	0.013200207
ASV_998	0.014008	0.006674438	0.027379464	0.007968615
ASV_999	0.013928	0.006938286	0.018803245	0.016042620
ASV_1059	0.012832	0.021686678	0.011532496	0.005275853
ASV_1080	0.013088	0.008804126	0.014470013	0.015988861
ASV_1099	0.012952	0.000000000	0.004316204	0.034539189
ASV_1101	0.0133	0.002663071	0.014618422	0.022619221
ASV_1122	0.013468	0.013667575	0.017539114	0.009197701
ASV_1178	0.013492	0.013738315	0.018714921	0.008023229
ASV_1192	0.013125	0.01184450	0.01294816	0.01458141
ASV_1252	0.012978	0.020761515	0.012897652	0.005275853
ASV_1253	0.013177	0.012761104	0.017558471	0.009210485
ASV_1324	0.013175	0.011995530	0.008770333	0.018759644
ASV_1326	0.013234	0.018774240	0.014286519	0.006640332
ASV_1387	0.013213	0.013024312	0.020045099	0.006569154
ASV_1393	0.013379	0.009779217	0.018424950	0.011934108
ASV_1398	0.012915	0.023587749	0.007159067	0.007997513
ASV_1471	0.013129	0.01321731	0.01439188	0.01177879
ASV_1534	0.013255	0.01194573	0.01579303	0.01202537
ASV_694	0.012884	0.017794820	0.012961324	0.007896106
ASV_787	0.013139	0.006448082	0.017256416	0.015712408
ASV_795	0.012965	0.010921406	0.025336356	0.002636174
ASV_799	0.012835	0.023327844	0.008454808	0.006721825
ASV_824	0.014019	0.00683595	0.03522245	0.00000000
ASV_835	0.01331	0.01219415	0.01570872	0.01202653
ASV_844	0.012952	0.007791418	0.008622276	0.022443301
ASV_855	0.012716	0.021943741	0.005634515	0.010570117
ASV_898	0.012956	0.01694070	0.01142218	0.01050458
ASV_912	0.01342	0.005359026	0.020169543	0.014731590
ASV_926	0.013525	0.010820769	0.020143988	0.009610748
ASV_947	0.013368	0.00000000	0.00000000	0.04010399
ASV_986	0.012639	0.008630953	0.007116686	0.022169518
ASV_1026	0.012565	0.015160522	0.015895271	0.006640642
ASV_1076	0.012692	0.01582463	0.01157785	0.01067238
ASV_1084	0.012485	0.01253429	0.01157648	0.01334470
ASV_1141	0.012491	0.016836048	0.011413928	0.009221893
ASV_1167	0.012797	0.008145753	0.015775098	0.014470050
ASV_1172	0.012592	0.01018338	0.01426040	0.01333161
ASV_1204	0.012609	0.01282156	0.01285023	0.01215450
ASV_1243	0.012537	0.01293354	0.01008548	0.01459073
ASV_1273	0.012485	0.007546858	0.008650399	0.021257397
ASV_1322	0.01276	0.00525669	0.01290738	0.02011598
ASV_1331	0.012635	0.01147307	0.01172441	0.01470854
ASV_1335	0.01291	0.006653403	0.021547991	0.010528775
ASV_1371	0.01321	0.001455604	0.022078983	0.016096911
ASV_1442	0.012709	0.008868244	0.018665960	0.010593537
ASV_1452	0.012563	0.01017694	0.01159417	0.01591897
ASV_1470	0.01277	0.01459906	0.01714605	0.00656383
ASV_1481	0.012556	0.009067512	0.007510214	0.021089420
ASV_1523	0.012599	0.01159186	0.01161886	0.01458620
ASV_1570	0.013231	0.00126167	0.03843019	0.00000000
ASV_780	0.012729	0.01181702	0.01291564	0.01345425
ASV_822	0.01275	0.006513673	0.017145533	0.014590197
ASV_857	0.012637	0.01167712	0.01164578	0.01458854
ASV_933	0.012763	0.002539415	0.019781450	0.015967944
ASV_940	0.012627	0.01153654	0.01296919	0.01337424
ASV_956	0.01236	0.015417927	0.008521764	0.013140603
ASV_971	0.012667	0.007649479	0.017303322	0.013048629
ASV_1004	0.012305	0.009268056	0.011647779	0.015997844
ASV_1037	0.012429	0.00000000	0.01875130	0.01853664
ASV_1049	0.012162	0.01150431	0.01311060	0.01186971
ASV_1066	0.011713	0.025262507	0.007213133	0.002662732
ASV_1086	0.012509	0.005046682	0.021658808	0.010821058
ASV_1106	0.012203	0.01071254	0.01270302	0.01319316
ASV_1111	0.012062	0.021210208	0.005725473	0.009251801
ASV_1147	0.012308	0.007924163	0.014402078	0.014599180
ASV_1198	0.012386	0.01209235	0.01460651	0.01045792
ASV_1211	0.011911	0.016474355	0.011408888	0.007850642
ASV_1267	0.012241	0.017116334	0.012925829	0.006681803
ASV_1302	0.012386	0.009246197	0.017359446	0.010551552
ASV_1336	0.012275	0.011581479	0.015866504	0.009375729
ASV_1385	0.012337	0.010404040	0.017389965	0.009217616
ASV_1403	0.012442	0.01082546	0.01573490	0.01076511
ASV_1446	0.012259	0.005099865	0.017437349	0.014240283
ASV_1496	0.012629	0.008104320	0.023120465	0.006663386
ASV_1508	0.012363	0.015888390	0.015867722	0.005333605
ASV_1543	0.01239	0.006707607	0.017106574	0.013355824
ASV_1549	0.012288	0.007520311	0.019940397	0.009402169
ASV_823	0.011496	0.018672201	0.002878998	0.012936990
ASV_891	0.012209	0.017097141	0.014274996	0.005253443
ASV_895	0.012263	0.003978945	0.011616683	0.021192885
ASV_935	0.011922	0.022182667	0.002753911	0.010830492
ASV_964	0.011723	0.022950468	0.005655418	0.006563830
ASV_978	0.012332	0.009085147	0.015920236	0.011990052
ASV_989	0.011989	0.027596092	0.004325883	0.004045629
ASV_994	0.012776	0.007978366	0.023701474	0.006647130
ASV_1008	0.012135	0.009618815	0.017399643	0.009386210
ASV_1012	0.011414	0.018158534	0.004345419	0.011738801
ASV_1015	0.01211	0.009678068	0.014538575	0.012112668
ASV_1017	0.011681	0.011473445	0.007261645	0.016307180
ASV_1024	0.011557	0.012653903	0.012813004	0.009205328
ASV_1043	0.012262	0.004237644	0.025826849	0.006721825
ASV_1062	0.011743	0.012840009	0.014448596	0.007939074
ASV_1074	0.011365	0.027344652	0.002799390	0.003950709
ASV_1088	0.011693	0.006101453	0.016985033	0.011993641
ASV_1112	0.011838	0.008163211	0.010148895	0.017201015
ASV_1114	0.011688	0.007822651	0.012850746	0.014389200
ASV_1127	0.011963	0.009163689	0.017488482	0.009235879
ASV_1168	0.011777	0.016124120	0.007172358	0.012034314
ASV_1194	0.011824	0.010323848	0.015984946	0.009164655
ASV_1212	0.011577	0.011553459	0.009936336	0.013242128
ASV_1239	0.011791	0.008361831	0.005836177	0.021174622
ASV_1248	0.011929	0.012218308	0.014299111	0.009268521
ASV_1256	0.01171	0.013785022	0.016061522	0.005282984
ASV_1299	0.011939	0.01072917	0.01442575	0.01066190
ASV_1397	0.012095	0.020874397	0.010076898	0.005332441
ASV_1417	0.011549	0.01997922	0.00000000	0.01466784
ASV_1428	0.01186	0.005110064	0.020124190	0.010346279
ASV_1450	0.011939	0.007968815	0.014442255	0.013406445
ASV_1485	0.011862	0.014362313	0.015866116	0.005356658
ASV_1491	0.011241	0.025638162	0.002838224	0.005246992
ASV_1516	0.011785	0.01043290	0.01564039	0.00928315
ASV_1550	0.011766	0.010674969	0.007331574	0.017291787
ASV_1565	0.011845	0.001331948	0.014304151	0.019899585
ASV_859	0.01168	0.014323917	0.004345419	0.016370373
ASV_878	0.012121	0.005251177	0.023116865	0.007996183
ASV_889	0.012095	0.006825750	0.021426325	0.008032855
ASV_897	0.011723	0.011963186	0.009887435	0.013317004
ASV_965	0.011873	0.01075683	0.01025960	0.01460317
ASV_975	0.011776	0.01181942	0.01282147	0.01068600
ASV_982	0.011587	0.013887358	0.013049310	0.007823441
ASV_990	0.01179	0.00365446	0.01732331	0.01439255
ASV_996	0.011743	0.020252351	0.001502043	0.013473154
ASV_1007	0.011493	0.010513094	0.014595804	0.009371093
ASV_1014	0.011286	0.009159002	0.012757846	0.011940037
ASV_1020	0.01119	0.008878158	0.009956851	0.014734240
ASV_1032	0.011351	0.007829084	0.009974781	0.016249583
ASV_1094	0.011606	0.001455604	0.020167602	0.013194857
ASV_1102	0.011618	0.010976484	0.014474330	0.009404473
ASV_1129	0.011352	0.011288512	0.014820885	0.007948057
ASV_1145	0.011275	0.007618156	0.015695549	0.010509870
ASV_1258	0.011446	0.009311787	0.014502440	0.010523856
ASV_1276	0.011077	0.006339391	0.005663156	0.021229675
ASV_1317	0.011395	0.007882367	0.013023755	0.013279167
ASV_1350	0.011173	0.011361898	0.015603051	0.006555535
ASV_1425	0.011203	0.01165616	0.01132103	0.01063236
ASV_1502	0.011552	0.009360116	0.017251323	0.008045794
ASV_1532	0.011459	0.00650613	0.01723029	0.01064081
ASV_862	0.011314	0.013198868	0.012738884	0.008003314
ASV_877	0.011386	0.004980248	0.019949820	0.009227088
ASV_882	0.01129	0.021136064	0.010114126	0.002620252
ASV_937	0.011262	0.013079056	0.012686311	0.008019236
ASV_939	0.011262	0.006069394	0.015801728	0.011913883
ASV_953	0.01168	0.005575104	0.018751813	0.010713317
ASV_977	0.0114	0.006561806	0.014541674	0.013095139
ASV_980	0.010922	0.015333784	0.006930256	0.010501445
ASV_997	0.011461	0.010464961	0.017282419	0.006636982
ASV_1009	0.011084	0.005628483	0.015673219	0.011950518
ASV_1047	0.010839	0.012722797	0.014381878	0.005412603
ASV_1061	0.010995	0.004172879	0.011550240	0.017261603
ASV_1096	0.011189	0.001207467	0.022924881	0.009435821
ASV_1138	0.01122	0.002571474	0.023203696	0.007885470
ASV_1155	0.010392	0.017634151	0.004169699	0.009371581
ASV_1158	0.011071	0.005574279	0.012951772	0.014686281
ASV_1184	0.01079	0.012982517	0.010230623	0.009156881
ASV_1190	0.010926	0.014492039	0.010311210	0.007975103
ASV_1217	0.009916	0.02974862	0.00000000	0.00000000
ASV_1240	0.010994	0.014730625	0.012868742	0.005383216
ASV_1307	0.010845	0.007524998	0.014239500	0.010769106
ASV_1369	0.011044	0.003778941	0.020112265	0.009240181
ASV_1407	0.010967	0.011855064	0.014449349	0.006597364
ASV_1432	0.011078	0.006274625	0.019088063	0.007870712
ASV_1494	0.011202	0.008168723	0.017444608	0.007992190
ASV_1500	0.011068	0.009310962	0.017249591	0.006642828
ASV_1501	0.011062	0.011617940	0.017468670	0.004099233
ASV_1504	0.011024	0.009436268	0.014442255	0.009194196
ASV_1507	0.010818	0.006474896	0.010119680	0.015859922
ASV_1536	0.010492	0.016364290	0.007265132	0.007847137
ASV_903	0.010863	0.013186365	0.012855451	0.006547386
ASV_906	0.010646	0.012575524	0.010106902	0.009256746
ASV_915	0.010864	0.008890388	0.014438917	0.009263235
ASV_922	0.010996	0.01107911	0.01012793	0.01178229
ASV_929	0.010923	0.009327309	0.010272376	0.013169097
ASV_1036	0.011093	0.00000000	0.03327835	0.00000000
ASV_1067	0.010285	0.015722014	0.008532475	0.006600347
ASV_1068	0.010531	0.007791418	0.014529935	0.009270211
ASV_1069	0.010153	0.013795957	0.008642087	0.008021576
ASV_1091	0.010612	0.001326436	0.016960826	0.013549169
ASV_1116	0.010273	0.009441780	0.005781019	0.015596860
ASV_1134	0.01051	0.009111979	0.015804313	0.006614084
ASV_1137	0.010613	0.005316768	0.015785165	0.010738555
ASV_1182	0.010852	0.004366812	0.021475720	0.006712997
ASV_1185	0.010526	0.010605517	0.014357428	0.006614617
ASV_1193	0.010458	0.009149087	0.013101369	0.009125037
ASV_1196	0.01074	0.009941917	0.010137610	0.012140879
ASV_1225	0.010509	0.008109007	0.011633007	0.011785274
ASV_1235	0.010422	0.007767801	0.010067794	0.013431876
ASV_1245	0.010471	0.008109007	0.012735725	0.010566979
ASV_1247	0.010498	0.010697939	0.011446116	0.009351023
ASV_1269	0.010418	0.014283042	0.011508308	0.005462059
ASV_1293	0.010251	0.002663071	0.005678388	0.022412511
ASV_1337	0.010511	0.014567829	0.012962930	0.004003148
ASV_1361	0.010439	0.010048702	0.017321701	0.003946561
ASV_1439	0.010219	0.002571474	0.004395812	0.023691134
ASV_1447	0.010749	0.005321455	0.017518085	0.009408620
ASV_1469	0.010174	0.011600483	0.005803475	0.013117550
ASV_861	0.010003	0.02045910	0.00288725	0.00666354
ASV_938	0.010621	0.006426763	0.017278693	0.008158326
ASV_948	0.01018	0.016825761	0.005811601	0.007901418
ASV_974	0.010438	0.007834597	0.010155540	0.013325273
ASV_981	0.010233	0.011639164	0.007129978	0.011930448
ASV_983	0.010593	0.002501196	0.017277655	0.011999523
ASV_1006	0.01013	0.009360478	0.014378845	0.006649959
ASV_1021	0.009942	0.00764030	0.01158300	0.01060316
ASV_1051	0.009802	0.003995019	0.002841770	0.022567932
ASV_1055	0.010131	0.009440130	0.012956410	0.007996492
ASV_1056	0.010098	0.01247582	0.00713301	0.01068615
ASV_1065	0.009936	0.010302529	0.011598878	0.007906741
ASV_1109	0.010318	0.014432385	0.008650399	0.007870191
ASV_1120	0.009969	0.007969277	0.007347899	0.014589709
ASV_1135	0.009856	0.011515508	0.009999231	0.008052925
ASV_1151	0.010062	0.00381100	0.01153398	0.01484194
ASV_1171	0.010161	0.00269513	0.01593283	0.01185379
ASV_1179	0.009906	0.016976141	0.008723427	0.004019071
ASV_1187	0.009941	0.006609672	0.009954266	0.013260428
ASV_1205	0.010013	0.002787552	0.008576863	0.018673636
ASV_1223	0.010085	0.002787552	0.015617547	0.011850807
ASV_1229	0.010246	0.002911208	0.014516196	0.013310182
ASV_1242	0.010371	0.005606338	0.018947165	0.006560325
ASV_1249	0.010256	0.008163211	0.020008595	0.002597199
ASV_1278	0.009962	0.007482092	0.014510841	0.007893610
ASV_1280	0.009489	0.013950366	0.001446885	0.013070397
ASV_1295	0.010062	0.011919182	0.012987506	0.005279846
ASV_1359	0.009786	0.006619872	0.005787539	0.016950370
ASV_1381	0.009597	0.015478563	0.001446885	0.011865720
ASV_1448	0.009868	0.005008553	0.011492109	0.013103931
ASV_1503	0.010175	0.010523294	0.016003002	0.004000165
ASV_1511	0.009973	0.006437325	0.010120772	0.013360127
ASV_1558	0.010045	0.002652872	0.014365554	0.013117704
ASV_979	0.009805	0.008874403	0.009967043	0.010572302
ASV_1046	0.009693	0.006651931	0.013024860	0.009402132
ASV_1104	0.009498	0.010638686	0.009845055	0.008009802
ASV_1121	0.009401	0.007665464	0.008611117	0.011926822
ASV_1153	0.009781	0.003978945	0.020057233	0.005305395
ASV_1154	0.009115	0.017663386	0.004394445	0.005286977
ASV_1188	0.009657	0.005315943	0.014395044	0.009259583
ASV_1201	0.009016	0.02704669	0.00000000	0.00000000
ASV_1213	0.009327	0.006220422	0.007175905	0.014586086
ASV_1218	0.009712	0.001239526	0.003004086	0.024892134
ASV_1241	0.009227	0.020264572	0.007417828	0.000000000
ASV_1312	0.009614	0.010902072	0.010028386	0.007910734
ASV_1329	0.009558	0.006766860	0.009999745	0.011906907
ASV_1364	0.009542	0.007806940	0.011581396	0.009239017
ASV_1394	0.009472	0.006560981	0.008567244	0.013286453
ASV_1413	0.00959	0.01166131	0.01181364	0.00529362
ASV_1418	0.009608	0.007774785	0.013086024	0.007963329
ASV_1420	0.009166	0.016636692	0.004343813	0.006517202
ASV_1535	0.00962	0.006421251	0.015733231	0.006704213
ASV_1540	0.009457	0.011752620	0.007213133	0.009404627
ASV_1025	0.008945	0.007524066	0.007331574	0.011980710
ASV_1075	0.008601	0.012317472	0.004340266	0.009144952
ASV_1126	0.009101	0.008517546	0.002841770	0.015943726
ASV_1136	0.008928	0.007991689	0.001502043	0.017288940
ASV_1156	0.009093	0.007769831	0.007368802	0.012141522
ASV_1181	0.009291	0.008270234	0.012969576	0.006632835
ASV_1186	0.008767	0.012873000	0.002838224	0.010588875
ASV_1191	0.009184	0.006674438	0.010287148	0.010589389
ASV_1202	0.008571	0.024382793	0.000000000	0.001329292
ASV_1208	0.009045	0.009074674	0.008677948	0.009382705
ASV_1250	0.009043	0.005127521	0.011558552	0.010441996
