"","X1","X2","elements","filed","Kingdom","Phylum","Class","Order","Family","Genus","Species","group","igraph.degree","igraph.closeness","igraph.betweenness","igraph.cen.degree"
"bac_ASV_191",14.8076159447635,-35.5750819059115,"bac_ASV_191","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_192",-22.7156349766586,-34.8961618673032,"bac_ASV_192","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_yeongjuensis","bac",0,0,0,0
"bac_ASV_193",-21.0911585376842,33.1819397285397,"bac_ASV_193","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Reyranella","Unassigned","bac",0,0,0,0
"bac_ASV_1938",38.0013800358526,-5.215096150957,"bac_ASV_1938","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herminiimonas","Herminiimonas_glaciei","bac",0,0,0,0
"bac_ASV_194",20.9079261949337,-26.0307981190558,"bac_ASV_194","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_196",22.9626953299094,30.6021356875243,"bac_ASV_196","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter","Unassigned","bac",0,0,0,0
"bac_ASV_197",31.7330504767572,-4.662986993005,"bac_ASV_197","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac",1,1,0,1
"bac_ASV_199",20.379560442013,-31.8140328962561,"bac_ASV_199","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",0,0,0,0
"bac_ASV_2",-2.35198935147894,-35.4980637361696,"bac_ASV_2","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_20",29.5472977709813,9.94531943799389,"bac_ASV_20","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Sphingomonas_jaspsi","bac",1,0.666666666666667,0,1
"bac_ASV_200",-40.2843917913863,-12.8262842062382,"bac_ASV_200","bac","Bacteria","Acidobacteria","Acidobacteria_Gp10","Unassigned","Unassigned","Gp10","Unassigned","bac",0,0,0,0
"bac_ASV_201",19.1951568082404,-6.32697927005387,"bac_ASV_201","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.157303370786517,1697.16240964312,4
"bac_ASV_202",24.5373422731567,-9.29959622176849,"bac_ASV_202","bac","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned","bac",2,0.167330677290837,999,2
"bac_ASV_204",-28.4891000977127,1.09242135559053,"bac_ASV_204","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",3,0.177777777777778,40.9612154043332,3
"bac_ASV_205",2.88740296971707,20.2619373794212,"bac_ASV_205","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",2,0.132701421800948,999,2
"bac_ASV_206",0.482008643891899,-2.62511062924687,"bac_ASV_206","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",13,0.258461538461538,3820.26025185174,13
"bac_ASV_207",-6.92472964891319,-22.2685023316318,"bac_ASV_207","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Unassigned","Unassigned","bac",3,0.191780821917808,250.261490397594,3
"bac_ASV_208",24.1654841209765,4.7446477642035,"bac_ASV_208","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",1,0.6,0,1
"bac_ASV_21",14.4603659906895,-14.5225897635535,"bac_ASV_21","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",1,0.165191740412979,0,1
"bac_ASV_210",-28.3154124347325,14.5078833218814,"bac_ASV_210","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",1,0.199052132701422,0,1
"bac_ASV_211",-8.56678722898957,-40.6435701465248,"bac_ASV_211","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_koreensis","bac",0,0,0,0
"bac_ASV_213",-13.5722641952226,-20.1992480500383,"bac_ASV_213","bac","Bacteria","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",6,0.23013698630137,1777.53500687861,6
"bac_ASV_214",-32.0783902388703,-28.9143782407028,"bac_ASV_214","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_217",-26.4495716451531,-11.129448983858,"bac_ASV_217","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Crenobacter","Crenobacter_luteus","bac",4,0.204379562043796,1189.28574383165,4
"bac_ASV_218",15.8091555637128,8.13401606837888,"bac_ASV_218","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",1,0.133971291866029,0,1
"bac_ASV_219",33.6195758334695,20.0258852731278,"bac_ASV_219","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",0,0,0,0
"bac_ASV_22",11.4534689225655,-33.9082562407651,"bac_ASV_22","bac","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira","Unassigned","bac",0,0,0,0
"bac_ASV_220",-30.169524372696,-27.6482688248059,"bac_ASV_220","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Niastella","Niastella_populi","bac",0,0,0,0
"bac_ASV_221",0.375566964968304,36.300781689863,"bac_ASV_221","bac","Bacteria","Verrucomicrobia","Subdivision3","Unassigned","Unassigned","Subdivision3_genera_incertae_sedis","Unassigned","bac",0,0,0,0
"bac_ASV_222",34.7605851952935,9.8589842914482,"bac_ASV_222","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_223",23.5845698107449,17.195316905021,"bac_ASV_223","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_224",22.9544866827526,13.1694842365753,"bac_ASV_224","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",1,0.6,0,1
"bac_ASV_226",34.1460117554763,7.06852471106693,"bac_ASV_226","bac","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","Arthrobacter_ramosus","bac",0,0,0,0
"bac_ASV_227",-8.1488683082746,25.1560325016337,"bac_ASV_227","bac","Archaea","Thaumarchaeota","Unassigned","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilus","Unassigned","bac",4,0.167164179104478,525.270411032074,4
"bac_ASV_228",-8.84536723936121,-3.05505973450956,"bac_ASV_228","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Unassigned","bac",4,0.218465539661899,99.4199828498876,4
"bac_ASV_229",0.499946842316422,26.6862321629356,"bac_ASV_229","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",4,0.21903520208605,1842.33859017812,4
"bac_ASV_23",30.9062211188302,19.2542291545577,"bac_ASV_23","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_230",33.4438816115393,14.1162294626937,"bac_ASV_230","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",0,0,0,0
"bac_ASV_232",-34.0839177607422,-6.16766379930178,"bac_ASV_232","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",4,0.221928665785997,2098.00974075878,4
"bac_ASV_235",2.71176907525007,-3.73440142632265,"bac_ASV_235","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",6,0.234965034965035,543.259729442878,6
"bac_ASV_239",-31.8480846383735,-25.9378641184143,"bac_ASV_239","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys","Pseudolabrys_taiwanensis","bac",0,0,0,0
"bac_ASV_24",-22.8677934202066,25.4962308079339,"bac_ASV_24","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_240",25.47163271823,-8.66687134294734,"bac_ASV_240","bac","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella","Gaiella_occulta","bac",2,0.164222873900293,232.831879830796,2
"bac_ASV_242",6.4344122596079,8.16842881117885,"bac_ASV_242","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Dokdonella","Dokdonella_fugitiva","bac",2,0.206388206388206,9.31743162791816,2
"bac_ASV_244",1.08395448992463,6.31848966647794,"bac_ASV_244","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",7,0.23728813559322,790.57626159435,7
"bac_ASV_245",-12.7873557833299,-38.8483195377567,"bac_ASV_245","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium","Unassigned","bac",0,0,0,0
"bac_ASV_246",35.036860229255,-14.2130363704107,"bac_ASV_246","bac","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_247",-2.41153762220294,-32.7676247216431,"bac_ASV_247","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",1,0.666666666666667,0,1
"bac_ASV_248",37.9850258812255,-14.400741573046,"bac_ASV_248","bac","Bacteria","Acidobacteria","Acidobacteria_Gp15","Unassigned","Unassigned","Gp15","Unassigned","bac",0,0,0,0
"bac_ASV_249",-37.6153047510065,14.7728635732362,"bac_ASV_249","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","bac",0,0,0,0
"bac_ASV_25",30.9443238468154,21.8750366417522,"bac_ASV_25","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_252",27.588203638919,27.3454488110623,"bac_ASV_252","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",1,1,0,1
"bac_ASV_253",-7.31659610132198,29.9641074607408,"bac_ASV_253","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_granadensis","bac",3,0.157156220767072,215.280062625926,3
"bac_ASV_255",-23.8516938111768,-0.294243168159348,"bac_ASV_255","bac","Bacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Saccharibacteria_genera_incertae_sedis","Unassigned","bac",2,0.17740232312566,13.3368551978027,2
"bac_ASV_258",4.39497640647165,-10.1048542172722,"bac_ASV_258","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium","Unassigned","bac",2,0.206388206388206,9.31743162791816,2
"bac_ASV_26",-34.7902365686315,-24.7173260136301,"bac_ASV_26","bac","Bacteria","candidate_division_WPS-1","Unassigned","Unassigned","Unassigned","WPS-1_genera_incertae_sedis","Unassigned","bac",0,0,0,0
"bac_ASV_262",36.863798756961,16.9724111813793,"bac_ASV_262","bac","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_263",35.4481911612838,-24.1345923352548,"bac_ASV_263","bac","Bacteria","Acidobacteria","Acidobacteria_Gp6","Unassigned","Unassigned","Gp6","Unassigned","bac",0,0,0,0
"bac_ASV_265",39.3499011432091,-3.12133196252948,"bac_ASV_265","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_266",-14.5632086061686,-36.8900892804642,"bac_ASV_266","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_267",-22.2451441186839,28.0653993186146,"bac_ASV_267","bac","Bacteria","Verrucomicrobia","Spartobacteria","Unassigned","Unassigned","Spartobacteria_genera_incertae_sedis","Unassigned","bac",0,0,0,0
"bac_ASV_268",-19.6953687544801,-3.04484652147029,"bac_ASV_268","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",1,0.204379562043796,0,1
"bac_ASV_27",-13.705005766457,40.9696822050774,"bac_ASV_27","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",0,0,0,0
"bac_ASV_272",-9.63011162520853,29.3645368830812,"bac_ASV_272","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Sediminibacterium","Unassigned","bac",2,0.173913043478261,259.127943673158,2
"bac_ASV_273",-3.02556138659133,-8.27771019999646,"bac_ASV_273","bac","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","Bacillus_qingshengii","bac",3,0.19672131147541,542.282515316374,3
"bac_ASV_276",9.15850075853598,-24.1408729239605,"bac_ASV_276","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Unassigned","bac",1,0.116022099447514,0,1
"bac_ASV_277",-1.19648896249449,0.419563312295553,"bac_ASV_277","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Unassigned","Unassigned","bac",8,0.207151664611591,1214.74341300403,8
"bac_ASV_278",-26.7632411513239,-14.5919632532656,"bac_ASV_278","bac","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",2,0.20462850182704,335,2
"bac_ASV_279",-19.3123313416007,-21.3774393076871,"bac_ASV_279","bac","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Povalibacter","Povalibacter_uvarum","bac",1,0.210526315789474,0,1
"bac_ASV_28",9.43140414427381,-4.73074413113199,"bac_ASV_28","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",1,0.154269972451791,0,1
"bac_ASV_280",-2.37137948949481,41.4787661146086,"bac_ASV_280","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",0,0,0,0
"bac_ASV_282",-41.3347608192403,11.2181632343275,"bac_ASV_282","bac","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Unassigned","Chryseolinea","Chryseolinea_serpens","bac",0,0,0,0
"bac_ASV_283",-15.9103741204871,34.5993873590237,"bac_ASV_283","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiales_incertae_sedis","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_284",21.5636792111624,32.4880371249925,"bac_ASV_284","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_286",36.3693822062364,14.1951284721198,"bac_ASV_286","bac","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae","Cystobacter","Unassigned","bac",0,0,0,0
"bac_ASV_288",30.6668196152876,-18.6673838504643,"bac_ASV_288","bac","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","Unassigned","bac",0,0,0,0
"bac_ASV_29",-31.8282740040509,-1.39498466097207,"bac_ASV_29","bac","Bacteria","Acidobacteria","Acidobacteria_Gp13","Unassigned","Unassigned","Gp13","Unassigned","bac",4,0.216774193548387,549.539662608618,4
"bac_ASV_290",2.52833892805119,-6.12101635168435,"bac_ASV_290","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",5,0.21875,1032.63395679058,5
"bac_ASV_291",-37.7536440372177,17.9614020561079,"bac_ASV_291","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","Flavisolibacter_ginsengisoli","bac",0,0,0,0
"bac_ASV_292",-5.33531088223401,-21.767820882875,"bac_ASV_292","bac","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Flavisolibacter","Flavisolibacter_ginsengisoli","bac",2,0.211853720050441,79.5849373089234,2
"bac_ASV_293",32.601306201382,24.5975791937917,"bac_ASV_293","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_294",18.0028177750729,-1.41541329512623,"bac_ASV_294","bac","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas_aurantiaca","bac",2,0.177028451001054,582.089863213972,2
"bac_ASV_296",26.7608496748739,21.8666461025522,"bac_ASV_296","bac","Archaea","Thaumarchaeota","Unassigned","Nitrososphaerales","Nitrososphaeraceae","Nitrososphaera","Unassigned","bac",0,0,0,0
"bac_ASV_297",0.681106775709034,40.6177320727168,"bac_ASV_297","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_298",28.3152564622759,23.0377064138696,"bac_ASV_298","bac","Bacteria","Proteobacteria","Betaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_299",17.5066098037842,-36.6696627784369,"bac_ASV_299","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Novosphingobium_lentum","bac",0,0,0,0
"bac_ASV_3",-18.6152192997987,11.7170778041977,"bac_ASV_3","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia","Burkholderia_soli","bac",10,0.253776435045317,3590.47936127194,10
"bac_ASV_30",18.4794177542763,12.7353170989808,"bac_ASV_30","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",2,0.160765550239234,335,2
"bac_ASV_300",35.3443092045081,-16.448753995203,"bac_ASV_300","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","bac",0,0,0,0
"bac_ASV_301",10.8088736850016,21.9023783547901,"bac_ASV_301","bac","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Cupriavidus_necator","bac",1,0.139419087136929,0,1
"bac_ASV_302",13.9441133484126,-39.0372718192919,"bac_ASV_302","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Dongia","Dongia_rigui","bac",0,0,0,0
"bac_ASV_304",4.83035557066782,33.6749929224006,"bac_ASV_304","bac","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","bac",1,1,0,1
"bac_ASV_305",28.9431047438535,16.9576860966996,"bac_ASV_305","bac","Bacteria","Acidobacteria","Acidobacteria_Gp3","Unassigned","Unassigned","Gp3","Unassigned","bac",1,1,0,1
"bac_ASV_307",6.1520288613724,-21.2418888302187,"bac_ASV_307","bac","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","bac",3,0.116262975778547,336.333333333333,3
"bac_ASV_308",25.8421396890366,-11.4778554718787,"bac_ASV_308","bac","Bacteria","Acidobacteria","Acidobacteria_Gp1","Unassigned","Unassigned","Gp1","Unassigned","bac",1,0.119828815977175,0,1
"bac_ASV_309",-1.82533041903761,29.0951535852222,"bac_ASV_309","bac","Bacteria","Acidobacteria","Acidobacteria_Gp2","Unassigned","Unassigned","Gp2","Unassigned","bac",4,0.204131227217497,2237.53849257126,4
